Country,Exchange,Ticker,Full Company Name,Sector,Industry,ISIC_Section,ISIC_Description,Incorporated in,Market_Tier,Stock_Price,Volume,Market_Cap
Vietnam,HOSE,CNG,CNG Viet Nam Joint Stock Company,Utilities,Gas Distribution,G,Wholesale and retail trade,VIETNAM,Main,24400.0,36700,788390451600.0
Vietnam,HOSE,COM,Materials Petroleum Joint Stock Company,Consumer Services,Specialty Retailers,G,Wholesale and retail trade,VIETNAM,Main,36250.0,600,802051670400.0
Vietnam,HOSE,CRC,Create Capital Vietnam Joint Stock Company Limited,Consumer Services,Home Improvement Retailers,G,Wholesale and retail trade,VIETNAM,Main,9300.0,2329100,246000000000.0
Vietnam,HOSE,CRE,Century Land Joint Stock Company,Financials,Real Estate Services,L,Real estate activities,VIETNAM,Main,7220.0,155900,2100000000000.0
Vietnam,HOSE,CRV,CRV Real Estate Grou,,,L,Real estate activities,VIETNAM,Main,,,22156128288000.0
Vietnam,HOSE,CSM,The Southern Rubber Industry Joint Stock Company,Consumer Goods,Tires,C,Manufacturing,VIETNAM,Main,12000.0,288600,1533653877600.0
Vietnam,HOSE,CSV,SOUTH BASIC CHEMICALS JOINT STOCK COMPANY,Basic Materials,Specialty Chemicals,C,Manufacturing,VIETNAM,Main,,,1723800000000.0
Vietnam,HOSE,CTD,Coteccons Construction Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,83000.0,497200,13081982282400.0
Vietnam,HOSE,CTF,City Auto Corporation,Consumer Services,Specialty Retailers,G,Wholesale and retail trade,VIETNAM,Main,18950.0,287500,388800000000.0
Vietnam,HOSE,CTG,Viet Nam Joint Stock Commercial Bank for Industry and Trade,Financials,Banks,K,Financial and insurance activities,VIETNAM,Main,34400.0,12546300,132367031965800.0
Vietnam,HOSE,CTI,Cuongthuan Idico Development Investment Corporation,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,23200.0,543100,2129399898600.0
Vietnam,HOSE,CTR,Viettel Construction Joint Stock Corporation,Telecommunications,Fixed Line Telecommunications,J,Information and communication,VIETNAM,Main,82700.0,315400,1171816120647.0
Vietnam,HOSE,CTS,Vietinbank Securities Joint Stock Company,Financials,Investment Services,K,Financial and insurance activities,VIETNAM,Main,27300.0,748300,1405673323200.0
Vietnam,HOSE,CVT,CMC Joint Stock Company,Industrials,Building Materials & Fixtures,F,Construction,VIETNAM,Main,27250.0,4000,1323701050700.0
Vietnam,HOSE,D2D,Industrial Urban Development Joint Stock Company No.2,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,36600.0,60300,731997400800.0
Vietnam,HOSE,DAH,Dong A Hotel Group Joint Stock Company,Consumer Services,Hotels,I,Accommodation and food service activities,VIETNAM,Main,3030.0,45100,155610000000.0
Vietnam,HOSE,DAT,Travel Investment and Seafood Development Corporation,Industrials,Diversified Industrials,S,Other service activities,VIETNAM,Main,8350.0,1600,863153924000.0
Vietnam,HOSE,DBC,Dabaco Group,Consumer Goods,Farming & Fishing,A,"Agriculture, forestry and fishing",VIETNAM,Main,23600.0,2158600,2062179778500.0
Vietnam,HOSE,DBD,Binh Dinh Pharmaceutical and Medical Equipment Joint Stock Company,Health Care,Pharmaceuticals,C,Manufacturing,VIETNAM,Main,51400.0,31200,2640473484065.0
Vietnam,HOSE,DBT,BenTre Pharmaceutical Joint Stock Company,Health Care,Pharmaceuticals,C,Manufacturing,VIETNAM,Main,10700.0,6600,194569005200.0
Vietnam,HOSE,DC4,DIC Holdings Construction JSC,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,9350.0,103000,106000000000.0
Vietnam,HOSE,DCL,Cuu Long Pharmaceutical Joint Stock Company,Health Care,Pharmaceuticals,C,Manufacturing,VIETNAM,Main,55800.0,510400,1136656480000.0
Vietnam,HOSE,DCM,PetroVietnam Ca Mau Fertilizer Joint Stock Company,Basic Materials,Specialty Chemicals,C,Manufacturing,VIETNAM,Main,41450.0,5221400,6908670000000.0
Vietnam,HOSE,DGC,Duc Giang Chemicals Group Joint Stock Company,Basic Materials,Commodity Chemicals,C,Manufacturing,VIETNAM,Main,68800.0,643800,1665266466600.0
Vietnam,HOSE,DGW,Digiworld Corporation,Consumer Services,Broadline Retailers,G,Wholesale and retail trade,VIETNAM,Main,43900.0,1273000,1116507645000.0
Vietnam,HOSE,DHA,Hoa An Joint stock company,Industrials,Building Materials & Fixtures,F,Construction,VIETNAM,Main,52900.0,17100,439787419600.0
Vietnam,HOSE,DHC,Dong Hai Joint Stock Company of Bentre,Basic Materials,Paper,C,Manufacturing,VIETNAM,Main,34750.0,191700,1464540182500.0
Vietnam,HOSE,DHG,DHG Pharmaceutical Joint Stock Company,Health Care,Pharmaceuticals,C,Manufacturing,VIETNAM,Main,102000.0,8200,14800455237200.0
Vietnam,HOSE,DHM,DUONG HIEU TRADING AND MINING JOINT STOCK COMPANY,Basic Materials,General Mining,B,Mining and quarrying,VIETNAM,Main,6130.0,185500,105805126600.0
Vietnam,HOSE,DIG,Development Investment Construction Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,13450.0,7578400,5704765915050.0
Vietnam,HOSE,DLG,Duc Long Gia Lai Group Joint Stock Company,Consumer Goods,Furnishings,C,Manufacturing,VIETNAM,Main,2610.0,957900,963495414700.0
Vietnam,HOSE,DMC,Domesco Medical Import Export Joint Stock Corporation,Health Care,Medical Equipment,Q,Human health and social work activities,VIETNAM,Main,60300.0,300,3299109175000.0
Vietnam,HOSE,DPG,Dat Phuong Group Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,41850.0,557500,1781907742914.0
Vietnam,HOSE,DPM,Petrovietnam Fertilizer And Chemicals Corporation,Basic Materials,Specialty Chemicals,C,Manufacturing,VIETNAM,Main,28750.0,7434500,9176788397000.0
Vietnam,HOSE,DPR,Dong Phu Rubber Joint Stock Company,Basic Materials,Commodity Chemicals,C,Manufacturing,VIETNAM,Main,40400.0,654600,1637091432000.0
Vietnam,HOSE,DQC,Dien Quang Group Joint Stock Company,Industrials,Electrical Components & Equipment,C,Manufacturing,VIETNAM,Main,9900.0,300,1087780696800.0
Vietnam,HOSE,DRC,Danang Rubber Joint Stock Company,Consumer Goods,Tires,C,Manufacturing,VIETNAM,Main,14200.0,587300,3332132570250.0
Vietnam,HOSE,DRH,DRH Holdings Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,2670.0,1291200,857500000000.0
Vietnam,HOSE,DRL,Hydro Power Joint Stock Company – Power No.3,Utilities,Electricity,D,"Electricity, gas, steam and air conditioning supply",VIETNAM,Main,45750.0,6400,516800000000.0
Vietnam,HOSE,DSC,DSC Securities Corporation,Financials,Investment Services,K,Financial and insurance activities,VIETNAM,Main,13100.0,23800,286356000000.0
Vietnam,HOSE,DSE,DNSE Securities Join Stock Company,Financials,Investment Services,K,Financial and insurance activities,VIETNAM,Main,23950.0,413600,8890470000000.0
Vietnam,HOSE,DSN,Dam Sen Water Park Corporation,Consumer Services,Recreational Services,S,Other service activities,VIETNAM,Main,40350.0,3800,697189619300.0
Vietnam,HOSE,DTA,De Tam Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,3500.0,200,112500000000.0
Vietnam,HOSE,DTL,Dai Thien Loc Corporation,Basic Materials,Steel,C,Manufacturing,VIETNAM,Main,11450.0,2000,3274073136000.0
Vietnam,HOSE,DTT,Do Thanh Technology Corporation,Basic Materials,Specialty Chemicals,C,Manufacturing,VIETNAM,Main,16700.0,2000,83148564000.0
Vietnam,HOSE,DVP,Dinh Vu Port Investment & Development Joint Stock Company,Industrials,Transportation Services,H,Transportation and storage,VIETNAM,Main,,,2400000000000.0
Vietnam,HOSE,DXG,Dat Xanh Group Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,13750.0,11979900,10845346154000.0
Vietnam,HOSE,DXS,DAT XANH REAL ESTATE SERVICES JOINT STOCK COMPANY,Financials,Real Estate Services,L,Real estate activities,VIETNAM,Main,6300.0,1384400,5877896708600.0
Vietnam,HOSE,DXV,Da Nang Construction Building Materials Vicem Joint Stock Company,Industrials,Building Materials & Fixtures,F,Construction,VIETNAM,Main,3870.0,6100,38808000000.0
Vietnam,HOSE,EIB,Vietnam Export Import Commercial Joint Stock Bank,Financials,Banks,K,Financial and insurance activities,VIETNAM,Main,23000.0,9512700,18441493560000.0
Vietnam,HOSE,ELC,ELCOM Technology Communications Corporation,Technology,Software,J,Information and communication,VIETNAM,Main,18400.0,655400,611002236000.0
Vietnam,HOSE,EVE,Everpia Joint Stock Company,Consumer Goods,Durable Household Products,C,Manufacturing,VIETNAM,Main,10300.0,18900,707908716700.0
Vietnam,HOSE,EVF,EVF General Finance Joint Stock Company,Financials,Consumer Finance,K,Financial and insurance activities,VIETNAM,Main,13950.0,9517600,2345500000000.0
Vietnam,HOSE,EVG,Everland group joint stock company,Industrials,Building Materials & Fixtures,F,Construction,VIETNAM,Main,6270.0,287400,192000000000.0
Vietnam,HOSE,FCM,FECON Mining Joint Stock Company,Basic Materials,General Mining,B,Mining and quarrying,VIETNAM,Main,3340.0,50400,236160000000.0
Vietnam,HOSE,FCN,FECON Corporation,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,12450.0,671200,1921764152000.0
Vietnam,HOSE,FDC,Foreign Trade Development and Investment Corporation of Ho Chi Minh City,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,18500.0,,749421767200.0
Vietnam,HOSE,FIR,First Real Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,5480.0,97600,478400000000.0
Vietnam,HOSE,FIT,F.I.T Group Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,4420.0,958900,1765280611710.0
Vietnam,HOSE,FMC,Sao Ta Foods Joint Stock Company,Consumer Goods,Farming & Fishing,A,"Agriculture, forestry and fishing",VIETNAM,Main,38650.0,37900,1228500000000.0
Vietnam,HOSE,FPT,FPT Corporation,Technology,Computer Services,S,Other service activities,VIETNAM,Main,79400.0,6352700,33079063670000.0
Vietnam,HOSE,FRT,FPT Digital Retail Joint Stock Company,Consumer Services,Specialty Retailers,G,Wholesale and retail trade,VIETNAM,Main,152200.0,186500,6000000000000.0
Vietnam,HOSE,FTS,FPT Securities Joint Stock Company,Financials,Investment Services,K,Financial and insurance activities,VIETNAM,Main,27550.0,554800,1555243398750.0
Vietnam,HOSE,GAS,PetroVietNam Gas Joint Stock Corporation,Utilities,Gas Distribution,G,Wholesale and retail trade,VIETNAM,Main,86400.0,2627100,244985600000000.0
Vietnam,HOSE,GDT,Duc Thanh Wood Processing Joint Stock Company,Consumer Goods,Furnishings,C,Manufacturing,VIETNAM,Main,19350.0,2900,698224950000.0
Vietnam,HOSE,GEE,Gelex Electricity Joint Stock Company,Industrials,Electrical Components & Equipment,C,Manufacturing,VIETNAM,Main,155100.0,2025300,89852989198000.0
Vietnam,HOSE,GEG,Gia Lai Electricity Joint Stock Company,Utilities,Electricity,D,"Electricity, gas, steam and air conditioning supply",VIETNAM,Main,15550.0,1498600,1319858792350.0
Vietnam,HOSE,GEL,GELEX INFRASTRUCTURE JOINT STOCK COMPANY,,,F,Construction,VIETNAM,Main,,,31995500000000.0
Vietnam,HOSE,GEX,Gelex Group Joint Stock Company,Industrials,Electrical Components & Equipment,C,Manufacturing,VIETNAM,Main,34900.0,5193600,9271300000000.0
Vietnam,HOSE,GHC,Gia Lai Hydropower Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,27850.0,27000,733900000000.0
Vietnam,HOSE,GIL,Binh Thanh Import Export Production and Trade Joint Stock Company,Consumer Goods,Clothing & Accessories,C,Manufacturing,VIETNAM,Main,14000.0,334300,606814179600.0
Vietnam,HOSE,GMD,Gemadept Corporation,Industrials,Transportation Services,H,Transportation and storage,VIETNAM,Main,76000.0,2269800,9253690319700.0
Vietnam,HOSE,GMH,Minh Hung Quang Tri Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,8460.0,,130515000000.0
Vietnam,HOSE,GSP,international gas product shipping joint stock company,Utilities,Gas Distribution,G,Wholesale and retail trade,VIETNAM,Main,11500.0,236500,405000000000.0
Vietnam,HOSE,GTA,Thuan An Wood Processing Joint Stock Company,Consumer Goods,Furnishings,C,Manufacturing,VIETNAM,Main,9010.0,,136637000000.0
Vietnam,HOSE,GVR,Viet Nam Rubber Group - Joint Stock Company,Basic Materials,Commodity Chemicals,C,Manufacturing,VIETNAM,Main,33300.0,3530400,42468000000000.0
Vietnam,HOSE,HAG,Hoang Anh Gia Lai Joint Stock Company,Consumer Goods,Food Production,C,Manufacturing,VIETNAM,Main,,,6872028687030.0
Vietnam,HOSE,HAH,Hai An Transport And Stevedoring Joint Stock Company,Industrials,Transportation Services,H,Transportation and storage,VIETNAM,Main,,,542956240000.0
Vietnam,HOSE,HAP,Hapaco Group Joint Stock Company,Basic Materials,Paper,C,Manufacturing,VIETNAM,Main,7780.0,24000,203024412660.0
Vietnam,HOSE,HAR,An Duong Thao Dien Real Estate Trading Investment Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,3180.0,172000,1203448190000.0
Vietnam,HOSE,HAS,Hacisco Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,8100.0,,75660000000.0
Vietnam,HOSE,HAX,Hang Xanh Motors Service Joint Stock Company,Consumer Services,Specialty Retailers,G,Wholesale and retail trade,VIETNAM,Main,10750.0,148600,700267980000.0
Vietnam,HOSE,HCD,HCD INVESTMENT PRODUCING AND TRADING JOINT STOCK COMPANY,Industrials,Building Materials & Fixtures,F,Construction,VIETNAM,Main,7930.0,13100,217971000000.0
Vietnam,HOSE,HCM,Ho Chi Minh City Securities Corporation,Financials,Investment Services,K,Financial and insurance activities,VIETNAM,Main,21850.0,8356300,9951004262400.0
Vietnam,HOSE,HDB,Ho Chi Minh City Development Joint Stock Commercial Bank,Financials,Banks,K,Financial and insurance activities,VIETNAM,Main,25700.0,9744800,49049988550000.0
Vietnam,HOSE,HDC,Ba Ria – Vung Tau House Development Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,17850.0,1643000,827178492450.0
Vietnam,HOSE,HDG,Ha Do Group Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,28450.0,2299000,3721609976000.0
Vietnam,HOSE,HHP,HHP Global Joint Stock Company,Basic Materials,Paper,C,Manufacturing,VIETNAM,Main,13100.0,560200,151000000000.0
Vietnam,HOSE,HHS,Hoang Huy Investment Services joint Stock Company,Consumer Goods,Automobiles,C,Manufacturing,VIETNAM,Main,11150.0,1195200,995355592470.0
Vietnam,HOSE,HHV,Deo Ca Traffic Infrastructure Investment Joint Stock Company,Industrials,Transportation Services,H,Transportation and storage,VIETNAM,Main,12200.0,5704300,86518750000.0
Vietnam,HOSE,HID,Halcom Vietnam Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,3900.0,382500,97645971000.0
Vietnam,HOSE,HII,An Tien Industries Joint Stock Company,Basic Materials,General Mining,B,Mining and quarrying,VIETNAM,Main,5500.0,504900,333200000000.0
Vietnam,HOSE,HMC,Vnsteel - Ho Chi Minh City Metal Corporation,Basic Materials,Steel,C,Manufacturing,VIETNAM,Main,11250.0,3800,312900000000.0
Vietnam,HOSE,HNA,Hua Na Hydropower Joint Stock Company,Utilities,Electricity,D,"Electricity, gas, steam and air conditioning supply",VIETNAM,Main,22000.0,300,2256592100000.0
Vietnam,HOSE,HPA,Hoa Phat Agriculture Development Joint Stock Company,,,A,"Agriculture, forestry and fishing",VIETNAM,Main,,,10944000000000.0
Vietnam,HOSE,HPG,Hoa Phat Group Joint Stock Company,Basic Materials,Steel,C,Manufacturing,VIETNAM,Main,26900.0,23058500,92832607587600.0
Vietnam,HOSE,HPX,Hai Phat Investment Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,4830.0,189300,4290000000000.0
Vietnam,HOSE,HQC,Hoang Quan Consulting – Trading – Service Real Estate Corporation,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,2590.0,2206400,1100944322940.0
Vietnam,HOSE,HRC,Hoa Binh Rubber Joint Stock Company,Basic Materials,Commodity Chemicals,C,Manufacturing,VIETNAM,Main,88400.0,12900,715896941400.0
Vietnam,HOSE,HSG,Hoa Sen Group,Basic Materials,Steel,C,Manufacturing,VIETNAM,Main,14500.0,3941700,6911658314250.0
Vietnam,HOSE,HSL,HONG HA FOOD INVESTMENT DEVELOPMENT JOINT STOCK COMPANY,Consumer Goods,Farming & Fishing,A,"Agriculture, forestry and fishing",VIETNAM,Main,5200.0,159900,249480000000.0
Vietnam,HOSE,HT1,VICEM Ha Tien Cement Joint Stock Company,Industrials,Building Materials & Fixtures,F,Construction,VIETNAM,Main,16200.0,563600,5303432562900.0
Vietnam,HOSE,HTG,Hoa Tho Textile - Garment joint stock corporation,Consumer Goods,Clothing & Accessories,C,Manufacturing,VIETNAM,Main,42750.0,10900,475987500000.0
Vietnam,HOSE,HTI,Idico Infrastructure Development Investment Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,24700.0,10400,392949900000.0
Vietnam,HOSE,HTL,Truong Long Engineering And Auto Joint Stock Company,Industrials,Commercial Vehicles & Trucks,C,Manufacturing,VIETNAM,Main,22400.0,,337200000000.0
Vietnam,HOSE,HTN,Hung Thinh Incons Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,6400.0,64600,661248252000.0
Vietnam,HOSE,HTV,Logistics Vicem Joint Stock Company,Industrials,Transportation Services,H,Transportation and storage,VIETNAM,Main,11100.0,500,196560000000.0
Vietnam,HOSE,HU1,HUD1 Investment And Construction Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,6200.0,,98100000000.0
Vietnam,HOSE,HUB,Thua Thien Hue Construction Joint Stock Corporation,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,14150.0,1500,246222900000.0
Vietnam,HOSE,HVH,HVC Investment and Technology Joint Stock Company,Consumer Goods,Recreational Products,C,Manufacturing,VIETNAM,Main,11950.0,33500,433000000000.0
Vietnam,HOSE,HVN,Vietnam Airlines JSC,Consumer Services,Airlines,H,Transportation and storage,VIETNAM,Main,22250.0,2316000,61711805621394.0
Vietnam,HOSE,ICT,JOINT STOCK COMPANY FOR TELECOMS AND INFORMATICS,Technology,Telecommunications Equipmen,J,Information and communication,VIETNAM,Main,17900.0,5200,392657000000.0
Vietnam,HOSE,IDI,I.D.I International Development and Investment Corporation,Consumer Goods,Farming & Fishing,A,"Agriculture, forestry and fishing",VIETNAM,Main,7180.0,771600,2796788933400.0
Vietnam,HOSE,IJC,Becamex Infrastructure Development Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,10150.0,1148700,1257182451910.0
Vietnam,HOSE,ILB,ICD Tan Cang - Long Binh Joint Stock Company,Industrials,Transportation Services,H,Transportation and storage,VIETNAM,Main,22500.0,2400,487594675500.0
Vietnam,HOSE,IMP,IMEXPHARM CORPORATION,Health Care,Pharmaceuticals,C,Manufacturing,VIETNAM,Main,56100.0,51000,2702080277900.0
Vietnam,HOSE,ITC,Investment and Trading Of Real Estate Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,11200.0,51400,995371756000.0
Vietnam,HOSE,ITD,Innovative Technology Development Corporation,Technology,Software,J,Information and communication,VIETNAM,Main,16500.0,17200,199689105000.0
Vietnam,HOSE,JVC,Japan Vietnam Medical Investment and Development Joint Stock Company,Health Care,Medical Equipment,Q,Human health and social work activities,VIETNAM,Main,4490.0,188700,491625747270.0
Vietnam,HOSE,KBC,Kinh Bac City Development Holding Corporation,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,31150.0,3310900,6576642646000.0
Vietnam,HOSE,KDC,KIDO Group Corporation,Consumer Goods,Food Production,C,Manufacturing,VIETNAM,Main,50600.0,228100,7876821700300.0
Vietnam,HOSE,KDH,Khang Dien House Trading and Investment Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,26200.0,2166500,13729264021800.0
Vietnam,HOSE,KHG,Khai Hoan Land Group joint stock company,Financials,Real Estate Services,L,Real estate activities,VIETNAM,Main,5480.0,4880200,3370764037500.0
Vietnam,HOSE,KHP,Khanh Hoa Power Joint Stock Company,Utilities,Electricity,D,"Electricity, gas, steam and air conditioning supply",VIETNAM,Main,11150.0,18700,384492441600.0
Vietnam,HOSE,KLB,Kien Long Commercial Join Stock Bank,Financials,Banks,K,Financial and insurance activities,VIETNAM,Main,13850.0,133200,2932380000000.0
Vietnam,HOSE,KMR,Mirae Joint Stock Company,Consumer Goods,Clothing & Accessories,C,Manufacturing,VIETNAM,Main,2740.0,39000,230355118350.0
Vietnam,HOSE,KOS,Kosy Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,38250.0,353400,1018327000000.0
Vietnam,HOSE,KSB,Binh Duong Mineral And Construction Joint Stock Company,Basic Materials,General Mining,B,Mining and quarrying,VIETNAM,Main,16850.0,1108100,1834560000000.0
Vietnam,HOSE,L10,LILAMA 10 Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,24500.0,500,165451000000.0
Vietnam,HOSE,LAF,Long An Food Processing Export Joint Stock Company,Consumer Goods,Food Production,C,Manufacturing,VIETNAM,Main,18200.0,5300,149489392850.0
Vietnam,HOSE,LBM,Lam Dong Minerals and Building Materials Joint Stock Company,Industrials,Building Materials & Fixtures,F,Construction,VIETNAM,Main,31150.0,31000,289000000000.0
Vietnam,HOSE,LCG,LIZEN JOINT STOCK COMPANY,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,9940.0,1781300,997996626760.0
Vietnam,HOSE,LDG,LDG Investment Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,3400.0,1037400,3998945150000.0
Vietnam,HOSE,LGC,CII Bridges and Roads Investment Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,57600.0,800,3625669582000.0
Vietnam,HOSE,LGL,Long Giang Investment and Urban Development Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,5400.0,46400,323105942560.0
Vietnam,HOSE,LHG,Long Hau Corporation,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,28250.0,32500,1167780433500.0
Vietnam,HOSE,LIX,Lix Detergent Joint Stock Company,Consumer Goods,Nondurable Household Products,C,Manufacturing,VIETNAM,Main,35100.0,83600,1555200000000.0
Vietnam,HOSE,LM8,Lilama 18 Joint Stock Company,Industrials,Industrial Machinery,C,Manufacturing,VIETNAM,Main,13550.0,,227206104400.0
Vietnam,HOSE,LPB,Fortune Vietnam Joint Stock Commercial Bank,Financials,Banks,K,Financial and insurance activities,VIETNAM,Main,43350.0,2196800,12656990346928.0
Vietnam,HOSE,LSS,Lam Son Sugar cane Joint Stock Corporation,Consumer Goods,Food Production,C,Manufacturing,VIETNAM,Main,8440.0,130100,654540661500.0
Vietnam,HOSE,MBB,Military Commercial Joint Stock Bank,Financials,Banks,K,Financial and insurance activities,VIETNAM,Main,26350.0,14929500,60093227515300.0
Vietnam,HOSE,MCH,Masan Consumer Corporation,Consumer Goods,Food Production,C,Manufacturing,VIETNAM,Main,160200.0,413100,50426925176979.0
Vietnam,HOSE,MCM,MOCCHAU DAIRY CATTLE BREEDING JOINT STOCK COMPANY,Consumer Goods,Food Production,C,Manufacturing,VIETNAM,Main,26000.0,5000,7524000000000.0
Vietnam,HOSE,MCP,My Chau Printing and Packaging Corporation,Industrials,Containers & Packaging,C,Manufacturing,VIETNAM,Main,27450.0,9400,378573267250.0
Vietnam,HOSE,MDG,Mien Dong Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,40500.0,3600,134222153000.0
Vietnam,HOSE,MHC,MHC JOINT STOCK COMPANY,Industrials,Marine Transportation,H,Transportation and storage,VIETNAM,Main,9890.0,7700,206231067000.0
Vietnam,HOSE,MIG,Military Insurance Corporation,Financials,Property & Casualty Insurance,K,Financial and insurance activities,VIETNAM,Main,17300.0,64100,1040240000000.0
Vietnam,HOSE,MSB,Vietnam Maritime Commercial Joint Stock Bank,Financials,Banks,K,Financial and insurance activities,VIETNAM,Main,11350.0,3005500,19555484839800.0
Vietnam,HOSE,MSH,Song Hong Garment Joint Stock Company,Consumer Goods,Clothing & Accessories,C,Manufacturing,VIETNAM,Main,36450.0,170800,1952748000000.0
Vietnam,HOSE,MSN,Masan Group Corporation,Consumer Goods,Food Production,C,Manufacturing,VIETNAM,Main,75400.0,5029900,107366089305000.0
Vietnam,HOSE,MWG,MOBILE WORLD INVESTMENT CORPORATION,Consumer Services,Broadline Retailers,G,Wholesale and retail trade,VIETNAM,Main,82700.0,4304400,37137566515000.0
Vietnam,HOSE,NAB,Nam A Commercial Joint Stock Bank,Financials,Banks,K,Financial and insurance activities,VIETNAM,Main,13050.0,2141500,6219028178736.0
Vietnam,HOSE,NAF,Nafoods Group Joint Stock Company,Consumer Goods,Soft Drinks,C,Manufacturing,VIETNAM,Main,45450.0,1235500,471000000000.0
Vietnam,HOSE,NAV,Nam Viet Joint Stock Company,Industrials,Building Materials & Fixtures,F,Construction,VIETNAM,Main,16900.0,100,42479893800.0
Vietnam,HOSE,NBB,577 Investment Corporation,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,17900.0,38400,2435804350000.0
Vietnam,HOSE,NCT,Noibai Cargo Terminal Services Joint Stock Company,Industrials,Delivery Services,S,Other service activities,VIETNAM,Main,92000.0,6300,2642738932000.0
Vietnam,HOSE,NHA,Ha Noi South Housing And Urban Development Corporation,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,12800.0,54600,136531967900.0
Vietnam,HOSE,NHH,Hanoi Plastics Joint Stock Company,Basic Materials,Commodity Chemicals,C,Manufacturing,VIETNAM,Main,10350.0,21800,504634000000.0
Vietnam,HOSE,NHT,Nam Hoa Trading and Production Corporation,Consumer Goods,Toys,C,Manufacturing,VIETNAM,Main,11150.0,300,249675468720.0
Vietnam,HOSE,NKG,Nam Kim Steel Joint Stock Company,Basic Materials,Steel,C,Manufacturing,VIETNAM,Main,14050.0,3811100,4212000000000.0
Vietnam,HOSE,NLG,Nam Long Investment Corporation,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,27800.0,2755200,6584641981000.0
Vietnam,HOSE,NNC,Nui Nho Stone Co-Operation,Industrials,Building Materials & Fixtures,F,Construction,VIETNAM,Main,53400.0,72500,1152992000000.0
Vietnam,HOSE,NO1,911 Group Joint Stock Company,Industrials,Heavy Construction,F,Construction,VIETNAM,Main,5990.0,191400,154800000000.0
Vietnam,HOSE,NSC,Vietnam National Seed Group Joint Stock Company,Consumer Goods,Farming & Fishing,A,"Agriculture, forestry and fishing",VIETNAM,Main,73100.0,100,1733152075200.0
Vietnam,HOSE,NT2,PetroVietnam Power Nhon Trach 2 Joint Stock Company,Utilities,Electricity,D,"Electricity, gas, steam and air conditioning supply",VIETNAM,Main,25550.0,901800,9096882516400.0
Vietnam,HOSE,NTC,Nam Tan Uyen Joint Stock Corporation,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,145900.0,6900,1109344000000.0
Vietnam,HOSE,NTL,Tu Liem Urban Development Joint Stock Company,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,16000.0,370400,581844123000.0
Vietnam,HOSE,NVL,No Va Land Investment Group Corporation,Financials,Real Estate Holding & Development,L,Real estate activities,VIETNAM,Main,,,51493197375000.0
